"","occurrenceID","braun.blanquet","measurementValue","measurementType","measurementTypeID","measurementUnit","measurementUnitID"
"120","2020-07-17T09:48:47Z_EAC_Cole_Harbour_G0060332_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"121","2020-07-17T09:48:57Z_EAC_Cole_Harbour_G0060333_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"122","2020-07-17T09:49:07Z_EAC_Cole_Harbour_G0060334_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"123","2020-07-17T09:49:17Z_EAC_Cole_Harbour_G0060335_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"124","2020-07-17T09:49:27Z_EAC_Cole_Harbour_G0060336_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"125","2020-07-17T09:49:37Z_EAC_Cole_Harbour_G0060337_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"126","2020-07-17T09:49:47Z_EAC_Cole_Harbour_G0060338_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"127","2020-07-17T09:49:57Z_EAC_Cole_Harbour_G0060339_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"128","2020-07-17T09:50:07Z_EAC_Cole_Harbour_G0060340_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"129","2020-07-17T09:50:17Z_EAC_Cole_Harbour_G0060341_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"130","2020-07-17T09:50:27Z_EAC_Cole_Harbour_G0060342_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"131","2020-07-17T09:50:37Z_EAC_Cole_Harbour_G0060343_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"132","2020-07-17T09:50:47Z_EAC_Cole_Harbour_G0060344_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"133","2020-07-17T09:50:57Z_EAC_Cole_Harbour_G0060345_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"134","2020-07-17T09:51:07Z_EAC_Cole_Harbour_G0060346_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"135","2020-07-17T09:51:17Z_EAC_Cole_Harbour_G0060347_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"136","2020-07-17T09:51:27Z_EAC_Cole_Harbour_G0060348_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"137","2020-07-17T09:51:37Z_EAC_Cole_Harbour_G0060349_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"138","2020-07-17T09:51:47Z_EAC_Cole_Harbour_G0060350_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"139","2020-07-17T09:51:57Z_EAC_Cole_Harbour_G0060351_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"140","2020-07-17T09:52:07Z_EAC_Cole_Harbour_G0060352_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"141","2020-07-17T09:52:17Z_EAC_Cole_Harbour_G0060353_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"142","2020-07-17T09:52:27Z_EAC_Cole_Harbour_G0060354_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"143","2020-07-17T09:52:37Z_EAC_Cole_Harbour_G0060355_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"144","2020-07-17T09:52:47Z_EAC_Cole_Harbour_G0060356_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"145","2020-07-17T09:52:57Z_EAC_Cole_Harbour_G0060357_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"146","2020-07-17T09:53:07Z_EAC_Cole_Harbour_G0060358_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"147","2020-07-17T09:53:17Z_EAC_Cole_Harbour_G0060359_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"148","2020-07-17T09:53:27Z_EAC_Cole_Harbour_G0060360_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"149","2020-07-17T09:53:37Z_EAC_Cole_Harbour_G0060361_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"150","2020-07-17T09:53:47Z_EAC_Cole_Harbour_G0060362_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"151","2020-07-17T09:53:57Z_EAC_Cole_Harbour_G0060363_495077",0.1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"152","2020-07-17T09:54:07Z_EAC_Cole_Harbour_G0060364_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"153","2020-07-17T09:54:17Z_EAC_Cole_Harbour_G0060365_495077",0.5,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"154","2020-07-17T09:54:27Z_EAC_Cole_Harbour_G0060366_495077",4,"50-75","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"155","2020-07-17T09:54:37Z_EAC_Cole_Harbour_G0060367_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"156","2020-07-17T09:54:47Z_EAC_Cole_Harbour_G0060368_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"157","2020-07-17T09:54:57Z_EAC_Cole_Harbour_G0060369_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"158","2020-07-17T09:55:07Z_EAC_Cole_Harbour_G0060370_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"159","2020-07-17T09:55:17Z_EAC_Cole_Harbour_G0060371_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"160","2020-07-17T09:55:27Z_EAC_Cole_Harbour_G0060372_495077",0.5,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"161","2020-07-17T09:55:37Z_EAC_Cole_Harbour_G0060373_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"162","2020-07-17T09:55:47Z_EAC_Cole_Harbour_G0060374_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"163","2020-07-17T09:55:57Z_EAC_Cole_Harbour_G0060375_495077",0.5,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"164","2020-07-17T09:56:07Z_EAC_Cole_Harbour_G0060376_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"165","2020-07-17T09:56:17Z_EAC_Cole_Harbour_G0060377_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"166","2020-07-17T09:56:27Z_EAC_Cole_Harbour_G0060378_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"167","2020-07-17T09:56:37Z_EAC_Cole_Harbour_G0060379_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"168","2020-07-17T09:56:47Z_EAC_Cole_Harbour_G0060380_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"169","2020-07-17T09:56:57Z_EAC_Cole_Harbour_G0060381_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"170","2020-07-17T09:57:07Z_EAC_Cole_Harbour_G0060382_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"171","2020-07-17T09:57:17Z_EAC_Cole_Harbour_G0060383_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"172","2020-07-17T09:57:27Z_EAC_Cole_Harbour_G0060384_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"173","2020-07-17T09:57:37Z_EAC_Cole_Harbour_G0060385_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"174","2020-07-17T09:57:47Z_EAC_Cole_Harbour_G0060386_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"175","2020-07-17T09:57:57Z_EAC_Cole_Harbour_G0060387_495077",1,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"176","2020-07-17T09:58:07Z_EAC_Cole_Harbour_G0060388_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"177","2020-07-17T09:58:17Z_EAC_Cole_Harbour_G0060389_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"178","2020-07-17T09:58:27Z_EAC_Cole_Harbour_G0060390_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"179","2020-07-17T09:58:37Z_EAC_Cole_Harbour_G0060391_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"180","2020-07-17T09:58:47Z_EAC_Cole_Harbour_G0060392_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"181","2020-07-17T09:58:57Z_EAC_Cole_Harbour_G0060393_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"182","2020-07-17T09:59:07Z_EAC_Cole_Harbour_G0060394_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"183","2020-07-17T09:59:17Z_EAC_Cole_Harbour_G0060395_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"184","2020-07-17T09:59:27Z_EAC_Cole_Harbour_G0060396_495077",3,"25-50","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"185","2020-07-17T09:59:37Z_EAC_Cole_Harbour_G0060397_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"186","2020-07-17T09:59:47Z_EAC_Cole_Harbour_G0060398_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"187","2020-07-17T09:59:57Z_EAC_Cole_Harbour_G0060399_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"188","2020-07-17T10:00:07Z_EAC_Cole_Harbour_G0060400_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"189","2020-07-17T10:00:17Z_EAC_Cole_Harbour_G0060401_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"190","2020-07-17T10:00:27Z_EAC_Cole_Harbour_G0060402_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"191","2020-07-17T10:00:37Z_EAC_Cole_Harbour_G0060403_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"192","2020-07-17T10:00:47Z_EAC_Cole_Harbour_G0060404_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"193","2020-07-17T10:00:57Z_EAC_Cole_Harbour_G0060405_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"194","2020-07-17T10:01:07Z_EAC_Cole_Harbour_G0060406_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"195","2020-07-17T10:01:17Z_EAC_Cole_Harbour_G0060407_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"196","2020-07-17T10:01:27Z_EAC_Cole_Harbour_G0060408_495077",0.5,"<5","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"197","2020-07-17T10:01:37Z_EAC_Cole_Harbour_G0060409_495077",2," 5-25","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"198","2020-07-17T10:01:47Z_EAC_Cole_Harbour_G0060410_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"199","2020-07-17T10:01:57Z_EAC_Cole_Harbour_G0060411_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"200","2020-07-17T10:02:07Z_EAC_Cole_Harbour_G0060412_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"201","2020-07-17T10:02:17Z_EAC_Cole_Harbour_G0060413_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"202","2020-07-17T10:02:27Z_EAC_Cole_Harbour_G0060414_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"203","2020-07-17T10:02:37Z_EAC_Cole_Harbour_G0060415_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"204","2020-07-17T10:02:47Z_EAC_Cole_Harbour_G0060416_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"205","2020-07-17T10:02:57Z_EAC_Cole_Harbour_G0060417_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"206","2020-07-17T10:03:07Z_EAC_Cole_Harbour_G0060418_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"207","2020-07-17T10:03:17Z_EAC_Cole_Harbour_G0060419_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"208","2020-07-17T10:03:27Z_EAC_Cole_Harbour_G0060420_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"209","2020-07-17T10:03:37Z_EAC_Cole_Harbour_G0060421_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"210","2020-07-17T10:03:47Z_EAC_Cole_Harbour_G0060422_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"211","2020-07-17T10:03:57Z_EAC_Cole_Harbour_G0060423_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"212","2020-07-17T10:04:07Z_EAC_Cole_Harbour_G0060424_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"213","2020-07-17T10:04:17Z_EAC_Cole_Harbour_G0060425_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"214","2020-07-17T10:04:27Z_EAC_Cole_Harbour_G0060426_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"215","2020-07-17T10:04:37Z_EAC_Cole_Harbour_G0060427_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"216","2020-07-17T10:04:47Z_EAC_Cole_Harbour_G0060428_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"217","2020-07-17T10:04:57Z_EAC_Cole_Harbour_G0060429_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"218","2020-07-17T10:05:07Z_EAC_Cole_Harbour_G0060430_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"219","2020-07-17T10:05:17Z_EAC_Cole_Harbour_G0060431_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"220","2020-07-17T10:05:27Z_EAC_Cole_Harbour_G0060432_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"221","2020-07-17T10:05:37Z_EAC_Cole_Harbour_G0060433_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"222","2020-07-17T10:05:47Z_EAC_Cole_Harbour_G0060434_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"223","2020-07-17T10:05:57Z_EAC_Cole_Harbour_G0060435_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"224","2020-07-17T10:06:07Z_EAC_Cole_Harbour_G0060436_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"225","2020-07-17T10:06:17Z_EAC_Cole_Harbour_G0060437_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"226","2020-07-17T10:06:27Z_EAC_Cole_Harbour_G0060438_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"227","2020-07-17T10:06:37Z_EAC_Cole_Harbour_G0060439_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"228","2020-07-17T10:06:47Z_EAC_Cole_Harbour_G0060440_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"229","2020-07-17T10:06:57Z_EAC_Cole_Harbour_G0060441_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"230","2020-07-17T10:07:07Z_EAC_Cole_Harbour_G0060442_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"231","2020-07-17T10:07:17Z_EAC_Cole_Harbour_G0060443_495077",0,"0","cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"232","2020-07-17T10:07:28Z_EAC_Cole_Harbour_G0060444_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"233","2020-07-17T10:07:37Z_EAC_Cole_Harbour_G0060445_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"234","2020-07-17T10:07:47Z_EAC_Cole_Harbour_G0060446_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"235","2020-07-17T10:07:57Z_EAC_Cole_Harbour_G0060447_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"236","2020-07-17T10:08:07Z_EAC_Cole_Harbour_G0060448_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"237","2020-07-17T10:08:17Z_EAC_Cole_Harbour_G0060449_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"238","2020-07-17T10:08:27Z_EAC_Cole_Harbour_G0060450_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"239","2020-07-17T10:08:37Z_EAC_Cole_Harbour_G0060451_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"240","2020-07-17T10:08:47Z_EAC_Cole_Harbour_G0060452_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
"241","2020-07-17T10:08:57Z_EAC_Cole_Harbour_G0060453_495077",NA,NA,"cover","http://vocab.nerc.ac.uk/collection/P01/current/SDBIOL10/","percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT"
