"","eventDate","eventID","decimalLatitude","decimalLongitude","location","image.filename","image.quality","est.cam.height","substrate","image.coder","notes","QC.review"
"183","2020-07-17T09:59:17Z","2020-07-17T09:59:17Z_EAC_Cole_Harbour_G0060395",44.66290275,-63.43999623,"Cole Harbour","G0060395",3,1,"Soft ","A.O. ","","A.D."
"184","2020-07-17T09:59:27Z","2020-07-17T09:59:27Z_EAC_Cole_Harbour_G0060396",44.66290724,-63.44007303,"Cole Harbour","G0060396",3,2,"Soft ","A.O.","","A.D."
"185","2020-07-17T09:59:37Z","2020-07-17T09:59:37Z_EAC_Cole_Harbour_G0060397",44.66292058,-63.44012494,"Cole Harbour","G0060397",3,1,"Soft ","A.O.","","A.D."
"186","2020-07-17T09:59:47Z","2020-07-17T09:59:47Z_EAC_Cole_Harbour_G0060398",44.66292583,-63.44027479,"Cole Harbour","G0060398",3,1,"Soft ","A.O.","","A.D."
"187","2020-07-17T09:59:57Z","2020-07-17T09:59:57Z_EAC_Cole_Harbour_G0060399",44.66293841,-63.44039474,"Cole Harbour","G0060399",3,1,"Soft ","A.O. ","","A.D."
"188","2020-07-17T10:00:07Z","2020-07-17T10:00:07Z_EAC_Cole_Harbour_G0060400",44.66295714,-63.44053152,"Cole Harbour","G0060400",3,1,"Soft ","A.O.","","A.D."
"189","2020-07-17T10:00:17Z","2020-07-17T10:00:17Z_EAC_Cole_Harbour_G0060401",44.66299733,-63.4407138,"Cole Harbour","G0060401",3,1,"Soft ","A.O.","","A.D."
"190","2020-07-17T10:00:27Z","2020-07-17T10:00:27Z_EAC_Cole_Harbour_G0060402",44.66303384,-63.44088353,"Cole Harbour","G0060402",3,1,"Soft ","A.O. ","","A.D."
"191","2020-07-17T10:00:37Z","2020-07-17T10:00:37Z_EAC_Cole_Harbour_G0060403",44.6630715,-63.44105363,"Cole Harbour","G0060403",3,1,"Soft ","A.O. ","","A.D."
"192","2020-07-17T10:00:47Z","2020-07-17T10:00:47Z_EAC_Cole_Harbour_G0060404",44.66311398,-63.44123284,"Cole Harbour","G0060404",3,1,"Soft ","A.O. ","","A.D."
"193","2020-07-17T10:00:57Z","2020-07-17T10:00:57Z_EAC_Cole_Harbour_G0060405",44.66314622,-63.44134137,"Cole Harbour","G0060405",3,1,"Soft ","A.O. ","","A.D."
"194","2020-07-17T10:01:07Z","2020-07-17T10:01:07Z_EAC_Cole_Harbour_G0060406",44.66318788,-63.44148497,"Cole Harbour","G0060406",3,1,"Soft ","A.O. ","","A.D."
"195","2020-07-17T10:01:17Z","2020-07-17T10:01:17Z_EAC_Cole_Harbour_G0060407",44.66323693,-63.44162444,"Cole Harbour","G0060407",3,1,"Soft ","A.O. ","","A.D."
"196","2020-07-17T10:01:27Z","2020-07-17T10:01:27Z_EAC_Cole_Harbour_G0060408",44.66329946,-63.44179159,"Cole Harbour","G0060408",3,2,"Soft ","A.O. ","","A.D."
"197","2020-07-17T10:01:37Z","2020-07-17T10:01:37Z_EAC_Cole_Harbour_G0060409",44.66335921,-63.44199586,"Cole Harbour","G0060409",3,3,"Soft ","A.O. ","","A.D."
"198","2020-07-17T10:01:47Z","2020-07-17T10:01:47Z_EAC_Cole_Harbour_G0060410",44.66340753,-63.44219812,"Cole Harbour","G0060410",0,NA,NA,"A.O.","","A.D."
"199","2020-07-17T10:01:57Z","2020-07-17T10:01:57Z_EAC_Cole_Harbour_G0060411",44.66345699,-63.44240876,"Cole Harbour","G0060411",0,NA,NA,"A.O.","","A.D."
"200","2020-07-17T10:02:07Z","2020-07-17T10:02:07Z_EAC_Cole_Harbour_G0060412",44.66348181,-63.44261112,"Cole Harbour","G0060412",0,NA,NA,"A.O.","","A.D."
"201","2020-07-17T10:02:17Z","2020-07-17T10:02:17Z_EAC_Cole_Harbour_G0060413",44.66350927,-63.44281675,"Cole Harbour","G0060413",0,NA,NA,"A.O.","","A.D."
"202","2020-07-17T10:02:27Z","2020-07-17T10:02:27Z_EAC_Cole_Harbour_G0060414",44.66352772,-63.44305736,"Cole Harbour","G0060414",2,2,"Soft","A.O.","","A.D."
"203","2020-07-17T10:02:37Z","2020-07-17T10:02:37Z_EAC_Cole_Harbour_G0060415",44.66353641,-63.44330447,"Cole Harbour","G0060415",3,2,"Soft","A.O.","","A.D."
"204","2020-07-17T10:02:47Z","2020-07-17T10:02:47Z_EAC_Cole_Harbour_G0060416",44.66352447,-63.44349319,"Cole Harbour","G0060416",3,2,"Soft","A.O.","","A.D."
"205","2020-07-17T10:02:57Z","2020-07-17T10:02:57Z_EAC_Cole_Harbour_G0060417",44.66346027,-63.44366904,"Cole Harbour","G0060417",2,2,"Soft","A.O.","","A.D."
"206","2020-07-17T10:03:07Z","2020-07-17T10:03:07Z_EAC_Cole_Harbour_G0060418",44.66340382,-63.44385166,"Cole Harbour","G0060418",0,NA,NA,"A.O.","","A.D."
"207","2020-07-17T10:03:17Z","2020-07-17T10:03:17Z_EAC_Cole_Harbour_G0060419",44.66336947,-63.44398262,"Cole Harbour","G0060419",0,NA,NA,"A.O.","","A.D."
"208","2020-07-17T10:03:27Z","2020-07-17T10:03:27Z_EAC_Cole_Harbour_G0060420",44.66329859,-63.44415189,"Cole Harbour","G0060420",2,2,"Soft","A.O.","","A.D."
"209","2020-07-17T10:03:37Z","2020-07-17T10:03:37Z_EAC_Cole_Harbour_G0060421",44.66325169,-63.44422669,"Cole Harbour","G0060421",3,1,"Soft","A.O.","","A.D."
"210","2020-07-17T10:03:47Z","2020-07-17T10:03:47Z_EAC_Cole_Harbour_G0060422",44.66325897,-63.4443618,"Cole Harbour","G0060422",3,1,"Soft","A.O.","","A.D."
"211","2020-07-17T10:03:57Z","2020-07-17T10:03:57Z_EAC_Cole_Harbour_G0060423",44.66327632,-63.44452468,"Cole Harbour","G0060423",3,2,"Soft","A.O.","","A.D."
"212","2020-07-17T10:04:07Z","2020-07-17T10:04:07Z_EAC_Cole_Harbour_G0060424",44.66332281,-63.44470048,"Cole Harbour","G0060424",3,2,"Soft","A.O.","","A.D."
"213","2020-07-17T10:04:17Z","2020-07-17T10:04:17Z_EAC_Cole_Harbour_G0060425",44.66336407,-63.44487299,"Cole Harbour","G0060425",3,1,"Soft","A.O.","","A.D."
"214","2020-07-17T10:04:27Z","2020-07-17T10:04:27Z_EAC_Cole_Harbour_G0060426",44.66341532,-63.44504178,"Cole Harbour","G0060426",3,1,"Soft","A.O.","","A.D."
"215","2020-07-17T10:04:37Z","2020-07-17T10:04:37Z_EAC_Cole_Harbour_G0060427",44.66346442,-63.44519112,"Cole Harbour","G0060427",3,1,"Soft","A.O.","","A.D."
"216","2020-07-17T10:04:47Z","2020-07-17T10:04:47Z_EAC_Cole_Harbour_G0060428",44.66351536,-63.44532041,"Cole Harbour","G0060428",3,1,"Soft","A.O.","","A.D."
"217","2020-07-17T10:04:57Z","2020-07-17T10:04:57Z_EAC_Cole_Harbour_G0060429",44.66354999,-63.44542447,"Cole Harbour","G0060429",3,2,"Soft","A.O.","","A.D."
"218","2020-07-17T10:05:07Z","2020-07-17T10:05:07Z_EAC_Cole_Harbour_G0060430",44.66361777,-63.4454805,"Cole Harbour","G0060430",3,2,"Soft","A.O.","","A.D."
"219","2020-07-17T10:05:17Z","2020-07-17T10:05:17Z_EAC_Cole_Harbour_G0060431",44.66368664,-63.44561244,"Cole Harbour","G0060431",3,1,"Soft","A.O.","","A.D."
"220","2020-07-17T10:05:27Z","2020-07-17T10:05:27Z_EAC_Cole_Harbour_G0060432",44.66376335,-63.44580066,"Cole Harbour","G0060432",3,1,"Soft","A.O.","","A.D."
"221","2020-07-17T10:05:37Z","2020-07-17T10:05:37Z_EAC_Cole_Harbour_G0060433",44.66379733,-63.44593936,"Cole Harbour","G0060433",3,1,"Soft","A.O.","","A.D."
"222","2020-07-17T10:05:47Z","2020-07-17T10:05:47Z_EAC_Cole_Harbour_G0060434",44.66384358,-63.44608633,"Cole Harbour","G0060434",3,1,"Soft","A.O.","","A.D."
"223","2020-07-17T10:05:57Z","2020-07-17T10:05:57Z_EAC_Cole_Harbour_G0060435",44.66387711,-63.4461917,"Cole Harbour","G0060435",3,1,"Soft","A.O.","","A.D."
"224","2020-07-17T10:06:07Z","2020-07-17T10:06:07Z_EAC_Cole_Harbour_G0060436",44.66392989,-63.44631397,"Cole Harbour","G0060436",3,1,"Soft","A.O.","","A.D."
"225","2020-07-17T10:06:17Z","2020-07-17T10:06:17Z_EAC_Cole_Harbour_G0060437",44.66399495,-63.44646513,"Cole Harbour","G0060437",3,1,"Soft","A.O.","","A.D."
"226","2020-07-17T10:06:27Z","2020-07-17T10:06:27Z_EAC_Cole_Harbour_G0060438",44.66405492,-63.44659713,"Cole Harbour","G0060438",3,1,"Soft","A.O.","","A.D."
"227","2020-07-17T10:06:37Z","2020-07-17T10:06:37Z_EAC_Cole_Harbour_G0060439",44.66413535,-63.44676008,"Cole Harbour","G0060439",3,1,"Soft","A.O.","","A.D."
"228","2020-07-17T10:06:47Z","2020-07-17T10:06:47Z_EAC_Cole_Harbour_G0060440",44.66420089,-63.44692422,"Cole Harbour","G0060440",3,1,"Soft","A.O.","","A.D."
"229","2020-07-17T10:06:57Z","2020-07-17T10:06:57Z_EAC_Cole_Harbour_G0060441",44.66427982,-63.4470902,"Cole Harbour","G0060441",3,1,"Soft","A.O.","","A.D."
"230","2020-07-17T10:07:07Z","2020-07-17T10:07:07Z_EAC_Cole_Harbour_G0060442",44.6643713,-63.44722122,"Cole Harbour","G0060442",2,1,"Soft","A.O.","","A.D."
"231","2020-07-17T10:07:17Z","2020-07-17T10:07:17Z_EAC_Cole_Harbour_G0060443",44.66449994,-63.44735832,"Cole Harbour","G0060443",2,1,"Soft","A.O.","","A.D."
"232","2020-07-17T10:07:28Z","2020-07-17T10:07:28Z_EAC_Cole_Harbour_G0060444",44.66463956,-63.44748881,"Cole Harbour","G0060444",2,1,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:07:27 AM""","A.D."
"233","2020-07-17T10:07:37Z","2020-07-17T10:07:37Z_EAC_Cole_Harbour_G0060445",44.66473505,-63.44755811,"Cole Harbour","G0060445",3,1,"Soft","A.O.","","A.D."
"234","2020-07-17T10:07:47Z","2020-07-17T10:07:47Z_EAC_Cole_Harbour_G0060446",44.66484183,-63.44763058,"Cole Harbour","G0060446",2,1,"Soft","A.O.","","A.D."
"235","2020-07-17T10:07:57Z","2020-07-17T10:07:57Z_EAC_Cole_Harbour_G0060447",44.66494762,-63.44771789,"Cole Harbour","G0060447",2,1,"Soft","A.O.","","A.D."
"236","2020-07-17T10:08:07Z","2020-07-17T10:08:07Z_EAC_Cole_Harbour_G0060448",44.66505823,-63.44782221,"Cole Harbour","G0060448",3,1,"Soft","A.O.","","A.D."
"237","2020-07-17T10:08:17Z","2020-07-17T10:08:17Z_EAC_Cole_Harbour_G0060449",44.66514007,-63.44789883,"Cole Harbour","G0060449",3,1,"Soft","A.O.","","A.D."
"238","2020-07-17T10:08:27Z","2020-07-17T10:08:27Z_EAC_Cole_Harbour_G0060450",44.6652029,-63.44799259,"Cole Harbour","G0060450",3,1,"Soft","A.O.","","A.D."
"239","2020-07-17T10:08:37Z","2020-07-17T10:08:37Z_EAC_Cole_Harbour_G0060451",44.66525967,-63.44807975,"Cole Harbour","G0060451",3,1,"Soft","A.O.","","A.D."
"240","2020-07-17T10:08:47Z","2020-07-17T10:08:47Z_EAC_Cole_Harbour_G0060452",44.66532032,-63.44815619,"Cole Harbour","G0060452",0,NA,NA,"A.O.","","A.D."
"241","2020-07-17T10:08:57Z","2020-07-17T10:08:57Z_EAC_Cole_Harbour_G0060453",44.66534958,-63.44818396,"Cole Harbour","G0060453",2,1,"Soft","A.O.","","A.D."
"242","2020-07-17T10:09:07Z","2020-07-17T10:09:07Z_EAC_Cole_Harbour_G0060454",44.66536011,-63.44818399,"Cole Harbour","G0060454",1,1,"Soft","A.O.","","A.D."
"243","2020-07-17T10:09:17Z","2020-07-17T10:09:17Z_EAC_Cole_Harbour_G0060455",44.6653473,-63.44820116,"Cole Harbour","G0060455",3,1,"Soft","A.O.","","A.D."
"244","2020-07-17T10:09:27Z","2020-07-17T10:09:27Z_EAC_Cole_Harbour_G0060456",44.6653549,-63.44825039,"Cole Harbour","G0060456",1,1,"Soft","A.O.","","A.D."
"245","2020-07-17T10:09:37Z","2020-07-17T10:09:37Z_EAC_Cole_Harbour_G0060457",44.66537251,-63.44831546,"Cole Harbour","G0060457",0,NA,NA,"A.O.","","A.D."
"246","2020-07-17T10:09:47Z","2020-07-17T10:09:47Z_EAC_Cole_Harbour_G0060458",44.66537808,-63.44834767,"Cole Harbour","G0060458",3,3,"Soft","A.O.","","A.D."
"247","2020-07-17T10:09:57Z","2020-07-17T10:09:57Z_EAC_Cole_Harbour_G0060459",44.66537411,-63.44835013,"Cole Harbour","G0060459",NA,NA,NA,"A.O.","","A.D."
"248","2020-07-17T10:10:06Z","2020-07-17T10:10:06Z_EAC_Cole_Harbour_G0060460",44.66538443,-63.4483775,"Cole Harbour","G0060460",NA,NA,NA,"A.O.","Actual Time of Photo ""2020-07-17  7:10:07 AM""","A.D."
"249","2020-07-17T10:10:17Z","2020-07-17T10:10:17Z_EAC_Cole_Harbour_G0060461",44.66542065,-63.44843201,"Cole Harbour","G0060461",NA,NA,NA,"A.O.","","A.D."
"250","2020-07-17T10:10:26Z","2020-07-17T10:10:26Z_EAC_Cole_Harbour_G0060462",44.66544611,-63.44846964,"Cole Harbour","G0060462",2,2,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:10:27 AM""","A.D."
"251","2020-07-17T10:10:37Z","2020-07-17T10:10:37Z_EAC_Cole_Harbour_G0060463",44.6654647,-63.44854084,"Cole Harbour","G0060463",3,1,"Soft","A.O.","","A.D."
"252","2020-07-17T10:10:47Z","2020-07-17T10:10:47Z_EAC_Cole_Harbour_G0060464",44.66553925,-63.4486175,"Cole Harbour","G0060464",3,1,"Soft","A.O.","","A.D."
"253","2020-07-17T10:10:56Z","2020-07-17T10:10:56Z_EAC_Cole_Harbour_G0060465",44.66559896,-63.44869502,"Cole Harbour","G0060465",3,1,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:10:57 AM""","A.D."
"254","2020-07-17T10:11:07Z","2020-07-17T10:11:07Z_EAC_Cole_Harbour_G0060466",44.66569277,-63.44879346,"Cole Harbour","G0060466",3,1,"Soft","A.O.","","A.D."
"255","2020-07-17T10:11:17Z","2020-07-17T10:11:17Z_EAC_Cole_Harbour_G0060467",44.66579491,-63.44886428,"Cole Harbour","G0060467",2,1,"Soft","A.O.","","A.D."
"256","2020-07-17T10:11:26Z","2020-07-17T10:11:26Z_EAC_Cole_Harbour_G0060468",44.66588751,-63.44893822,"Cole Harbour","G0060468",3,1,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:11:27 AM""","A.D."
"257","2020-07-17T10:11:37Z","2020-07-17T10:11:37Z_EAC_Cole_Harbour_G0060469",44.66598489,-63.44903328,"Cole Harbour","G0060469",2,1,"Soft","A.O.","","A.D."
"258","2020-07-17T10:11:47Z","2020-07-17T10:11:47Z_EAC_Cole_Harbour_G0060470",44.66608409,-63.44911724,"Cole Harbour","G0060470",2,2,"Soft","A.O.","","A.D."
"259","2020-07-17T10:11:57Z","2020-07-17T10:11:57Z_EAC_Cole_Harbour_G0060471",44.66619923,-63.44918063,"Cole Harbour","G0060471",2,1,"Soft","A.O.","","A.D."
"260","2020-07-17T10:12:07Z","2020-07-17T10:12:07Z_EAC_Cole_Harbour_G0060472",44.66630519,-63.44928734,"Cole Harbour","G0060472",3,2,"Soft","A.O.","","A.D."
"261","2020-07-17T10:12:17Z","2020-07-17T10:12:17Z_EAC_Cole_Harbour_G0060473",44.66642016,-63.44935533,"Cole Harbour","G0060473",2,2,"Soft","A.O.","","A.D."
"262","2020-07-17T10:12:27Z","2020-07-17T10:12:27Z_EAC_Cole_Harbour_G0060474",44.66651328,-63.44940683,"Cole Harbour","G0060474",3,1,"Soft","A.O.","","A.D."
"263","2020-07-17T10:12:38Z","2020-07-17T10:12:38Z_EAC_Cole_Harbour_G0060475",44.66658402,-63.44946094,"Cole Harbour","G0060475",3,2,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:12:37 AM""","A.D."
"264","2020-07-17T10:12:47Z","2020-07-17T10:12:47Z_EAC_Cole_Harbour_G0060476",44.66665684,-63.44947773,"Cole Harbour","G0060476",3,1,"Soft","A.O.","","A.D."
"265","2020-07-17T10:12:57Z","2020-07-17T10:12:57Z_EAC_Cole_Harbour_G0060477",44.66671675,-63.44952969,"Cole Harbour","G0060477",3,1,"Soft","A.O.","","A.D."
"266","2020-07-17T10:13:07Z","2020-07-17T10:13:07Z_EAC_Cole_Harbour_G0060478",44.66679446,-63.44962624,"Cole Harbour","G0060478",2,1,"Soft","A.O.","","A.D."
"267","2020-07-17T10:13:17Z","2020-07-17T10:13:17Z_EAC_Cole_Harbour_G0060479",44.66685756,-63.44971379,"Cole Harbour","G0060479",3,1,"Soft","A.O.","","A.D."
"268","2020-07-17T10:13:27Z","2020-07-17T10:13:27Z_EAC_Cole_Harbour_G0060480",44.66692522,-63.44983931,"Cole Harbour","G0060480",2,1,"Soft","A.O.","","A.D."
"269","2020-07-17T10:13:37Z","2020-07-17T10:13:37Z_EAC_Cole_Harbour_G0060481",44.66698377,-63.44995691,"Cole Harbour","G0060481",2,2,"Soft","A.O.","","A.D."
"270","2020-07-17T10:13:47Z","2020-07-17T10:13:47Z_EAC_Cole_Harbour_G0060482",44.66703635,-63.45006547,"Cole Harbour","G0060482",3,1,"Soft","A.O.","","A.D."
"271","2020-07-17T10:13:57Z","2020-07-17T10:13:57Z_EAC_Cole_Harbour_G0060483",44.66708369,-63.45016228,"Cole Harbour","G0060483",3,2,"Soft","A.O.","","A.D."
"272","2020-07-17T10:14:06Z","2020-07-17T10:14:06Z_EAC_Cole_Harbour_G0060484",44.6671119,-63.45021598,"Cole Harbour","G0060484",3,1,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:14:07 AM""","A.D."
"273","2020-07-17T10:14:17Z","2020-07-17T10:14:17Z_EAC_Cole_Harbour_G0060485",44.66717624,-63.45034674,"Cole Harbour","G0060485",2,2,"Soft","A.O.","","A.D."
"274","2020-07-17T10:14:27Z","2020-07-17T10:14:27Z_EAC_Cole_Harbour_G0060486",44.66722029,-63.45043073,"Cole Harbour","G0060486",2,2,"Soft","A.O.","","A.D."
"275","2020-07-17T10:14:37Z","2020-07-17T10:14:37Z_EAC_Cole_Harbour_G0060487",44.66725632,-63.45056683,"Cole Harbour","G0060487",2,2,"Soft","A.O.","","A.D."
"276","2020-07-17T10:14:47Z","2020-07-17T10:14:47Z_EAC_Cole_Harbour_G0060488",44.66729316,-63.45072383,"Cole Harbour","G0060488",0,NA,NA,"A.O.","","A.D."
"277","2020-07-17T10:14:57Z","2020-07-17T10:14:57Z_EAC_Cole_Harbour_G0060489",44.66731251,-63.45081039,"Cole Harbour","G0060489",0,NA,NA,"A.O.","","A.D."
"278","2020-07-17T10:15:07Z","2020-07-17T10:15:07Z_EAC_Cole_Harbour_G0060490",44.6673034,-63.45084995,"Cole Harbour","G0060490",3,1,"Soft","A.O.","","A.D."
"279","2020-07-17T10:15:17Z","2020-07-17T10:15:17Z_EAC_Cole_Harbour_G0060491",44.66731155,-63.45089352,"Cole Harbour","G0060491",1,1,"Soft","A.O.","","A.D."
"280","2020-07-17T10:15:27Z","2020-07-17T10:15:27Z_EAC_Cole_Harbour_G0060492",44.66734564,-63.45095109,"Cole Harbour","G0060492",2,2,"Soft","A.O.","","A.D."
"281","2020-07-17T10:15:37Z","2020-07-17T10:15:37Z_EAC_Cole_Harbour_G0060493",44.66738131,-63.45105358,"Cole Harbour","G0060493",1,3,"Soft","A.O.","Eelgrass present but difficult to score","A.D."
"282","2020-07-17T10:15:47Z","2020-07-17T10:15:47Z_EAC_Cole_Harbour_G0060494",44.66742836,-63.45117189,"Cole Harbour","G0060494",0,NA,NA,"A.O.","","A.D."
"283","2020-07-17T10:15:57Z","2020-07-17T10:15:57Z_EAC_Cole_Harbour_G0060495",44.66744965,-63.45128995,"Cole Harbour","G0060495",0,NA,NA,"A.O.","","A.D."
"284","2020-07-17T10:16:07Z","2020-07-17T10:16:07Z_EAC_Cole_Harbour_G0060496",44.66746257,-63.45147266,"Cole Harbour","G0060496",0,NA,NA,"A.O.","","A.D."
"285","2020-07-17T10:16:17Z","2020-07-17T10:16:17Z_EAC_Cole_Harbour_G0060497",44.66746117,-63.4517093,"Cole Harbour","G0060497",0,NA,NA,"A.O.","","A.D."
"286","2020-07-17T10:16:27Z","2020-07-17T10:16:27Z_EAC_Cole_Harbour_G0060498",44.66745916,-63.45195452,"Cole Harbour","G0060498",0,NA,NA,"A.O.","","A.D."
"287","2020-07-17T10:16:37Z","2020-07-17T10:16:37Z_EAC_Cole_Harbour_G0060499",44.66746718,-63.45215406,"Cole Harbour","G0060499",0,NA,NA,"A.O.","","A.D."
"288","2020-07-17T10:16:47Z","2020-07-17T10:16:47Z_EAC_Cole_Harbour_G0060500",44.66748522,-63.45237978,"Cole Harbour","G0060500",0,NA,NA,"A.O.","","A.D."
"289","2020-07-17T10:16:57Z","2020-07-17T10:16:57Z_EAC_Cole_Harbour_G0060501",44.66753823,-63.45262923,"Cole Harbour","G0060501",0,NA,NA,"A.O.","","A.D."
"290","2020-07-17T10:17:07Z","2020-07-17T10:17:07Z_EAC_Cole_Harbour_G0060502",44.66759413,-63.45285264,"Cole Harbour","G0060502",0,NA,NA,"A.O.","","A.D."
"291","2020-07-17T10:17:17Z","2020-07-17T10:17:17Z_EAC_Cole_Harbour_G0060503",44.66767095,-63.45302348,"Cole Harbour","G0060503",1,3,"Soft","A.O.","Eelgrass present but difficult to score","A.D."
"292","2020-07-17T10:17:27Z","2020-07-17T10:17:27Z_EAC_Cole_Harbour_G0060504",44.66774707,-63.45317011,"Cole Harbour","G0060504",2,1,"Soft","A.O.","","A.D."
"293","2020-07-17T10:17:37Z","2020-07-17T10:17:37Z_EAC_Cole_Harbour_G0060505",44.66780914,-63.45327864,"Cole Harbour","G0060505",3,1,"Soft","A.O.","","A.D."
"294","2020-07-17T10:17:47Z","2020-07-17T10:17:47Z_EAC_Cole_Harbour_G0060506",44.66786157,-63.45341793,"Cole Harbour","G0060506",3,1,"Soft","A.O.","","A.D."
"295","2020-07-17T10:17:57Z","2020-07-17T10:17:57Z_EAC_Cole_Harbour_G0060507",44.66790595,-63.4535109,"Cole Harbour","G0060507",2,2,"Soft","A.O.","","A.D."
"296","2020-07-17T10:18:07Z","2020-07-17T10:18:07Z_EAC_Cole_Harbour_G0060508",44.66797187,-63.45359269,"Cole Harbour","G0060508",2,1,"Soft","A.O.","","A.D."
"297","2020-07-17T10:18:17Z","2020-07-17T10:18:17Z_EAC_Cole_Harbour_G0060509",44.6680941,-63.45367314,"Cole Harbour","G0060509",2,3,"Soft","A.O.","","A.D."
"298","2020-07-17T10:18:27Z","2020-07-17T10:18:27Z_EAC_Cole_Harbour_G0060510",44.66820861,-63.45369834,"Cole Harbour","G0060510",2,2,"Soft","A.O.","","A.D."
"299","2020-07-17T10:18:37Z","2020-07-17T10:18:37Z_EAC_Cole_Harbour_G0060511",44.66831624,-63.45375658,"Cole Harbour","G0060511",1,3,"Soft","A.O.","","A.D."
"300","2020-07-17T10:18:47Z","2020-07-17T10:18:47Z_EAC_Cole_Harbour_G0060512",44.66839036,-63.45378552,"Cole Harbour","G0060512",3,1,"Soft","A.O.","","A.D."
"301","2020-07-17T10:18:57Z","2020-07-17T10:18:57Z_EAC_Cole_Harbour_G0060513",44.66849124,-63.45381611,"Cole Harbour","G0060513",2,1,"Soft","A.O.","","A.D."
"302","2020-07-17T10:19:07Z","2020-07-17T10:19:07Z_EAC_Cole_Harbour_G0060514",44.66859937,-63.45386563,"Cole Harbour","G0060514",2,2,"Soft","A.O.","","A.D."
"303","2020-07-17T10:19:17Z","2020-07-17T10:19:17Z_EAC_Cole_Harbour_G0060515",44.66871062,-63.45386696,"Cole Harbour","G0060515",2,1,"Soft","A.O.","","A.D."
"304","2020-07-17T10:19:27Z","2020-07-17T10:19:27Z_EAC_Cole_Harbour_G0060516",44.66882378,-63.45390707,"Cole Harbour","G0060516",1,1,NA,"A.O.","Cant see Substrate in majority of picture. Thus, NA.","A.D."
"305","2020-07-17T10:19:37Z","2020-07-17T10:19:37Z_EAC_Cole_Harbour_G0060517",44.66893133,-63.45393143,"Cole Harbour","G0060517",0,NA,NA,"A.O.","","A.D."
"306","2020-07-17T10:19:47Z","2020-07-17T10:19:47Z_EAC_Cole_Harbour_G0060518",44.66905119,-63.45395348,"Cole Harbour","G0060518",1,1,"Soft","A.O.","","A.D."
"307","2020-07-17T10:19:57Z","2020-07-17T10:19:57Z_EAC_Cole_Harbour_G0060519",44.66916149,-63.45395832,"Cole Harbour","G0060519",1,1,NA,"A.O.","Hard to see Substrate in majority of picture. Thus, NA. ","A.D."
"308","2020-07-17T10:20:06Z","2020-07-17T10:20:06Z_EAC_Cole_Harbour_G0060520",44.66924565,-63.45394006,"Cole Harbour","G0060520",1,1,NA,"A.O.","Actual Time of Photo ""2020-07-17  7:20:07 AM""","A.D."
"309","2020-07-17T10:20:17Z","2020-07-17T10:20:17Z_EAC_Cole_Harbour_G0060521",44.66935717,-63.4539493,"Cole Harbour","G0060521",0,NA,NA,"A.O.","","A.D."
"310","2020-07-17T10:20:27Z","2020-07-17T10:20:27Z_EAC_Cole_Harbour_G0060522",44.66946028,-63.45397579,"Cole Harbour","G0060522",0,NA,NA,"A.O. ","","A.D."
"311","2020-07-17T10:20:37Z","2020-07-17T10:20:37Z_EAC_Cole_Harbour_G0060523",44.66955717,-63.45395048,"Cole Harbour","G0060523",0,NA,NA,"A.O. ","","A.D."
"312","2020-07-17T10:20:50Z","2020-07-17T10:20:50Z_EAC_Cole_Harbour_G0060524",44.66968822,-63.45387272,"Cole Harbour","G0060524",1,2,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:20:47 AM""","A.D."
"313","2020-07-17T10:20:57Z","2020-07-17T10:20:57Z_EAC_Cole_Harbour_G0060525",44.66974444,-63.45381299,"Cole Harbour","G0060525",1,1,"Soft","A.O.","","A.D."
"314","2020-07-17T10:21:06Z","2020-07-17T10:21:06Z_EAC_Cole_Harbour_G0060526",44.6697884,-63.45376467,"Cole Harbour","G0060526",2,1,"Soft","A.O.","Actual Time of Photo ""2020-07-17  7:21:07 AM""","A.D."
"315","2020-07-17T10:21:17Z","2020-07-17T10:21:17Z_EAC_Cole_Harbour_G0060527",44.6698412,-63.45370255,"Cole Harbour","G0060527",2,1,"Soft","A.O.","","A.D."
"316","2020-07-17T10:21:27Z","2020-07-17T10:21:27Z_EAC_Cole_Harbour_G0060528",44.66990062,-63.45359531,"Cole Harbour","G0060528",2,1,"Soft","A.O.","","A.D."
"317","2020-07-17T10:21:37Z","2020-07-17T10:21:37Z_EAC_Cole_Harbour_G0060529",44.66996123,-63.45353502,"Cole Harbour","G0060529",3,1,"Soft ","A.O. ","","A.D."
"318","2020-07-17T10:21:47Z","2020-07-17T10:21:47Z_EAC_Cole_Harbour_G0060530",44.66996825,-63.45347265,"Cole Harbour","G0060530",2,2,"Soft","A.O. ","","A.D."
"319","2020-07-17T10:21:57Z","2020-07-17T10:21:57Z_EAC_Cole_Harbour_G0060531",44.66998511,-63.45343759,"Cole Harbour","G0060531",2,2,"Soft","A.O. ","","A.D."
"320","2020-07-17T10:22:07Z","2020-07-17T10:22:07Z_EAC_Cole_Harbour_G0060532",44.67000194,-63.45341312,"Cole Harbour","G0060532",2,2,"Soft","A.O. ","","A.D."
