paddler,location,local.time,latitude,longitude,image.filename,image.quality,est.cam.height,substrate,eelgrass.present,braun.blanquet,rockweed.present,image.coder,notes,checked
Kristina Boerder,Owls Head,10-08-2020 12:28:26,44.7093982,-62.82490295,G0164400.JPG,3,3,soft,1,3,0,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:28:36,44.70945192,-62.82478311,G0164401.JPG,3,2,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:28:46,44.7094942,-62.82470085,G0164402.JPG,3,2,soft,1,1,0,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:28:56,44.70952027,-62.82462144,G0164403.JPG,3,2,mixed,1,4,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:29:06,44.70959031,-62.82459518,G0164404.JPG,3,2,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:29:16,44.70967174,-62.82452881,G0164405.JPG,2,2,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:29:26,44.70973533,-62.82447911,G0164406.JPG,2,2,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:29:36,44.7097894,-62.82441784,G0164407.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:29:46,44.70984447,-62.82436254,G0164408.JPG,2,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:29:56,44.70990279,-62.82428817,G0164409.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:30:06,44.70995872,-62.82420244,G0164410.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:30:16,44.7100193,-62.82414395,G0164411.JPG,3,3,soft,1,2,0,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:30:26,44.71007508,-62.82406678,G0164412.JPG,2,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:30:35,44.71015075,-62.82397754,G0164413.JPG,3,3,soft,1,4,0,PS,Actual time 12:30:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:30:46,44.7102164,-62.82390586,G0164414.JPG,3,2,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:30:56,44.71025858,-62.82383656,G0164415.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:31:06,44.71028576,-62.8237955,G0164416.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:31:16,44.71029783,-62.82383873,G0164417.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:31:26,44.71023582,-62.8238194,G0164418.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:31:36,44.71011974,-62.8238225,G0164419.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:31:46,44.71005231,-62.82387156,G0164420.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:31:56,44.71000844,-62.82391543,G0164421.JPG,3,3,soft,1,3,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:32:06,44.70994732,-62.82398668,G0164422.JPG,3,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:32:16,44.70988898,-62.8240656,G0164423.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:32:26,44.70983481,-62.82416496,G0164424.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:32:36,44.7097625,-62.82422318,G0164425.JPG,3,2,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:32:46,44.70972687,-62.82428374,G0164426.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:32:56,44.70969601,-62.82428289,G0164427.JPG,3,2,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:33:06,44.70964767,-62.8241454,G0164428.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:33:16,44.70966978,-62.82399453,G0164429.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:33:26,44.70971644,-62.82387537,G0164430.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:33:34,44.70974799,-62.82377363,G0164431.JPG,3,2,soft,1,1,0,PS,Actual time 12:33:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:33:46,44.70979803,-62.82368251,G0164432.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:33:56,44.70986957,-62.82357416,G0164433.JPG,3,2,soft,1,0.5,0,PS,couple of dead eelgrass shoots,Y
Kristina Boerder,Owls Head,10-08-2020 12:34:06,44.70988636,-62.82337668,G0164434.JPG,3,2,soft,1,0.1,0,PS,likely few dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:34:16,44.7098402,-62.82316201,G0164435.JPG,3,2,soft,1,0.5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:34:26,44.709798,-62.82295697,G0164436.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:34:36,44.70977311,-62.82274898,G0164437.JPG,3,2,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:34:46,44.70974381,-62.82257225,G0164438.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:34:56,44.70973317,-62.82243986,G0164439.JPG,3,2,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:35:06,44.70968341,-62.82227615,G0164440.JPG,3,2,soft,1,1,0,PS,few dead eelgrass shoots,Y
Kristina Boerder,Owls Head,10-08-2020 12:35:16,44.70966407,-62.82208988,G0164441.JPG,3,2,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:35:26,44.70965002,-62.82193111,G0164442.JPG,3,2,mixed,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:35:36,44.70964767,-62.8217956,G0164443.JPG,3,2,mixed,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:35:46,44.70963528,-62.82164875,G0164444.JPG,3,3,mixed,1,1,0,PS,patches of fine brown algae ,Y
Kristina Boerder,Owls Head,10-08-2020 12:35:56,44.70960427,-62.82149071,G0164445.JPG,3,3,soft,0,0,0,PS,dead blades,Y
Kristina Boerder,Owls Head,10-08-2020 12:36:06,44.70958208,-62.82138693,G0164446.JPG,3,3,soft,0,0,0,PS,dead blades,Y
Kristina Boerder,Owls Head,10-08-2020 12:36:16,44.70954316,-62.82130014,G0164447.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:36:26,44.70950486,-62.82121946,G0164448.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:36:36,44.70948104,-62.82116971,G0164449.JPG,3,3,soft,1,1,0,PS,few dead eelgrass shoots,Y
Kristina Boerder,Owls Head,10-08-2020 12:36:46,44.70946645,-62.82107343,G0164450.JPG,3,3,soft,0,0,0,PS,dead blades,Y
Kristina Boerder,Owls Head,10-08-2020 12:36:58,44.70939484,-62.82096241,G0164451.JPG,3,3,soft,1,0.5,0,PS,"Actual time 12:36:56 PM, few dead eelgrass",Y
Kristina Boerder,Owls Head,10-08-2020 12:37:04,44.70934721,-62.82089599,G0164452.JPG,3,3,mixed,0,0,1,PS,Actual time 12:37:06 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:37:16,44.7092737,-62.82075071,G0164453.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:37:26,44.70922168,-62.8206048,G0164454.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:37:36,44.70917243,-62.82047436,G0164455.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:37:46,44.709124,-62.82037505,G0164456.JPG,3,2,rock,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:37:56,44.70907575,-62.82027444,G0164457.JPG,3,3,mixed,1,0.5,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:38:06,44.70904755,-62.82020519,G0164458.JPG,3,3,mixed,0,0,1,PS,few dead eelgrass shoots,Y
Kristina Boerder,Owls Head,10-08-2020 12:38:16,44.70902003,-62.82006185,G0164459.JPG,3,3,mixed,1,0.5,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:38:26,44.70899734,-62.81993396,G0164460.JPG,3,3,mixed,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:38:36,44.7089808,-62.81981962,G0164461.JPG,3,2,rock,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:38:46,44.70896359,-62.81971361,G0164462.JPG,3,3,mixed,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:38:56,44.70895545,-62.8196051,G0164463.JPG,3,3,mixed,1,0.5,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:39:06,44.7089463,-62.81946613,G0164464.JPG,3,3,rock,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:39:16,44.70893042,-62.81931453,G0164465.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:39:26,44.70892443,-62.81917233,G0164466.JPG,3,3,mixed,1,0.5,1,PS,few dead eelgrass shoots,Y
Kristina Boerder,Owls Head,10-08-2020 12:39:36,44.7089335,-62.81904069,G0164467.JPG,3,3,mixed,1,2,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:39:47,44.70895912,-62.81888069,G0164468.JPG,3,3,mixed,1,1,1,PS,Actual time 12:39:46 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:39:56,44.70899312,-62.81875431,G0164469.JPG,3,3,mixed,1,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:40:06,44.70904916,-62.81862983,G0164470.JPG,3,3,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:40:16,44.7090918,-62.8185325,G0164471.JPG,3,3,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:40:26,44.70913494,-62.81843442,G0164472.JPG,3,3,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:40:35,44.70917619,-62.81834093,G0164473.JPG,3,3,soft,0,0,0,PS,Actual time 12:40:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:40:45,44.70922196,-62.81824088,G0164474.JPG,3,3,soft,0,0,0,PS,Actual time 12:40:46 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:40:56,44.70929487,-62.81809377,G0164475.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:41:06,44.70931771,-62.81789064,G0164476.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:41:16,44.7093074,-62.81774168,G0164477.JPG,3,3,mixed,1,0.5,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:41:26,44.70934384,-62.81760706,G0164478.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:41:35,44.7093788,-62.81750976,G0164479.JPG,3,3,mixed,0,0,1,PS,Actual time 12:41:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:41:46,44.70942363,-62.81739734,G0164480.JPG,3,3,mixed,0,0,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:41:56,44.70946174,-62.81726718,G0164481.JPG,3,3,mixed,0,0,1,PS,few dead eelgrass shoots,Y
Kristina Boerder,Owls Head,10-08-2020 12:42:05,44.70950128,-62.81715623,G0164482.JPG,3,2,mixed,0,0,1,PS,"Actual time 12:42:06 PM, few dead eelgrass shoots",Y
Kristina Boerder,Owls Head,10-08-2020 12:42:16,44.70956843,-62.8170015,G0164483.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:42:26,44.70962671,-62.81686863,G0164484.JPG,3,3,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:42:36,44.70967131,-62.81672715,G0164485.JPG,3,3,mixed,1,1,1,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:42:47,44.70970073,-62.81660909,G0164486.JPG,3,3,mixed,1,4,1,PS,Actual time 12:42:46 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:42:54,44.70972322,-62.81657641,G0164487.JPG,3,3,soft,1,5,1,PS,"Actual time 12:42:56 PM, 100% eelgrass cover",Y
Kristina Boerder,Owls Head,10-08-2020 12:43:06,44.70982462,-62.81655732,G0164488.JPG,3,3,mixed,1,4,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:43:15,44.70987873,-62.81657076,G0164489.JPG,3,3,mixed,1,4,1,PS,Actual time 12:43:16 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:43:26,44.70994849,-62.81663952,G0164490.JPG,3,3,mixed,0,0,1,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:43:36,44.70998219,-62.81666881,G0164491.JPG,3,3,soft,1,0.5,1,PS,"fine brown algae mat, few widgeon grass likely",Y
Kristina Boerder,Owls Head,10-08-2020 12:43:44,44.71001476,-62.8167008,G0164492.JPG,3,3,mixed,1,0.5,1,PS,Actual time 12:43:46 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:43:56,44.71005047,-62.8166031,G0164493.JPG,3,3,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:44:06,44.71000946,-62.81643409,G0164494.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:44:16,44.7099813,-62.81630966,G0164495.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:44:26,44.70995728,-62.81619467,G0164496.JPG,3,3,mixed,1,5,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:44:36,44.70993112,-62.81607141,G0164497.JPG,3,3,soft,1,2,0,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:44:46,44.70991451,-62.81596807,G0164498.JPG,3,2,mixed,1,4,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:44:56,44.70990677,-62.81586963,G0164499.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:45:06,44.70988638,-62.81573818,G0164500.JPG,3,2,mixed,1,4,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:45:16,44.70986151,-62.81561214,G0164501.JPG,3,2,mixed,1,1,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:45:26,44.70982148,-62.8154791,G0164502.JPG,3,3,mixed,1,3,1,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:45:35,44.7098263,-62.81543846,G0164503.JPG,3,3,mixed,1,3,1,PS,Actual time 12:45:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:45:46,44.70984495,-62.81541838,G0164504.JPG,3,3,mixed,1,3,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:45:56,44.70984019,-62.81538481,G0164505.JPG,3,3,mixed,1,2,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:46:06,44.70987697,-62.81533496,G0164506.JPG,3,3,mixed,1,4,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:46:15,44.7099538,-62.81529178,G0164507.JPG,3,3,mixed,1,2,1,PS,Actual time 12:46:16 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:46:25,44.71002253,-62.81527864,G0164508.JPG,3,3,soft,1,5,0,PS,Actual time 12:46:26 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:46:36,44.71008795,-62.81524278,G0164509.JPG,3,3,mixed,1,4,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:46:46,44.71016631,-62.81522064,G0164510.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:46:56,44.71022694,-62.81519519,G0164511.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:47:06,44.71031786,-62.81516109,G0164512.JPG,3,3,mixed,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:47:18,44.71041973,-62.81513631,G0164513.JPG,3,3,mixed,1,2,0,PS,Actual time 12:47:16 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:47:25,44.71050278,-62.8150452,G0164514.JPG,3,3,soft,1,2,0,PS,Actual time 12:47:26 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:47:36,44.71057952,-62.81488393,G0164515.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:47:46,44.71062793,-62.81474162,G0164516.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:47:56,44.71070343,-62.81462282,G0164517.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:48:06,44.71076347,-62.81452319,G0164518.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:48:16,44.71080645,-62.81443006,G0164519.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:48:26,44.71081895,-62.81439793,G0164520.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:48:34,44.71082239,-62.8143607,G0164521.JPG,3,3,soft,1,5,0,PS,Actual time 12:48:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:48:46,44.71083115,-62.81433058,G0164522.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:48:56,44.7108701,-62.81420133,G0164523.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:49:06,44.71085414,-62.81402732,G0164524.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:49:16,44.71084148,-62.81389356,G0164525.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:49:26,44.71080603,-62.81376716,G0164526.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:49:36,44.71082568,-62.8136532,G0164527.JPG,3,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:49:46,44.71091381,-62.81356327,G0164528.JPG,3,3,mixed,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:49:56,44.71103686,-62.81352256,G0164529.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:50:06,44.71115248,-62.81350548,G0164530.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:50:16,44.71128821,-62.81348594,G0164531.JPG,3,3,soft,1,0.5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:50:26,44.71141485,-62.81341792,G0164532.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:50:36,44.71155032,-62.81336053,G0164533.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:50:46,44.71168599,-62.81335975,G0164534.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:50:57,44.71182166,-62.81339498,G0164535.JPG,3,3,soft,1,2,0,PS,Actual time 12:50:56 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:51:06,44.71193155,-62.81342067,G0164536.JPG,3,3,mixed,1,2,1,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:51:15,44.71200569,-62.81343777,G0164537.JPG,3,3,soft,1,1,0,PS,Actual time 12:51:16 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:51:26,44.71205919,-62.81343642,G0164538.JPG,3,3,soft,1,2,1,JT,small bits of macroalgae,Y
Kristina Boerder,Owls Head,10-08-2020 12:51:36,44.71211918,-62.8134345,G0164539.JPG,3,3,soft,1,2,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:51:46,44.71216729,-62.81346033,G0164540.JPG,3,3,soft,1,2,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:51:56,44.71219826,-62.81347551,G0164541.JPG,3,3,soft,1,3,1,JT,some small pieces of macroalgae but unsure if attached,Y
Kristina Boerder,Owls Head,10-08-2020 12:52:08,44.71222736,-62.81343717,G0164542.JPG,3,3,soft,1,3,0,JT,sparse coverage but lots of shoots; hard to tell if BB 2 or 3; actual time 12:52:06,Y
Kristina Boerder,Owls Head,10-08-2020 12:52:16,44.71224283,-62.81344817,G0164543.JPG,3,3,soft,1,2,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:52:26,44.71228881,-62.81347049,G0164544.JPG,3,3,soft,1,1,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:52:36,44.71237893,-62.8135208,G0164545.JPG,3,3,soft,1,2,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:52:46,44.71245572,-62.81360014,G0164546.JPG,3,3,soft,1,2,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:52:56,44.71252676,-62.8136327,G0164547.JPG,3,3,soft,1,1,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:53:06,44.71261592,-62.81363111,G0164548.JPG,3,3,soft,1,0.5,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:53:16,44.71268351,-62.81362154,G0164549.JPG,3,3,soft,1,3,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:53:26,44.71274805,-62.81359847,G0164550.JPG,3,3,soft,1,3,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:53:36,44.71281293,-62.81359433,G0164551.JPG,3,3,soft,1,1,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:53:46,44.71288225,-62.81357166,G0164552.JPG,3,3,soft,1,3,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:53:56,44.71295576,-62.81355996,G0164553.JPG,3,3,soft,1,2,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:54:06,44.71302104,-62.81355661,G0164554.JPG,3,3,soft,1,4,0,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:54:16,44.71306379,-62.81354252,G0164555.JPG,3,3,soft,1,3,1,JT,,Y
Kristina Boerder,Owls Head,10-08-2020 12:54:26,44.71311517,-62.81357029,G0164556.JPG,3,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:54:36,44.71314395,-62.81361068,G0164557.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:54:46,44.71319849,-62.81362232,G0164558.JPG,3,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:54:56,44.71328348,-62.8136017,G0164559.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:55:06,44.71335024,-62.81357635,G0164560.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:55:16,44.71339473,-62.81355586,G0164561.JPG,3,3,soft,1,5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:55:25,44.71344629,-62.81355886,G0164562.JPG,3,3,soft,1,3,0,PS,Actual time 12:55:26 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:55:36,44.71350447,-62.81355053,G0164563.JPG,3,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:55:46,44.71357734,-62.81353376,G0164564.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:55:56,44.71366176,-62.81349663,G0164565.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:56:06,44.71370742,-62.81347741,G0164566.JPG,3,3,soft,1,3,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:56:16,44.71377177,-62.8134844,G0164567.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:56:26,44.71383542,-62.8134957,G0164568.JPG,3,3,soft,1,4,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:56:35,44.71388191,-62.81346996,G0164569.JPG,3,3,soft,1,4,0,PS,Actual time 12:56:36 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:56:46,44.71394577,-62.8134352,G0164570.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:56:55,44.71399188,-62.81341462,G0164571.JPG,3,3,soft,1,3,0,PS,Actual time 12:56:56 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:57:07,44.71406009,-62.81340186,G0164572.JPG,3,3,soft,1,4,0,PS,Actual time 12:57:06 PM,Y
Kristina Boerder,Owls Head,10-08-2020 12:57:16,44.71411976,-62.81338826,G0164573.JPG,3,3,soft,1,0.5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:57:26,44.71417072,-62.81337197,G0164574.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:57:36,44.71426301,-62.8133599,G0164575.JPG,3,3,soft,1,1,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:57:46,44.71436951,-62.81332839,G0164576.JPG,3,3,soft,1,2,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:57:56,44.71449108,-62.81318894,G0164577.JPG,3,3,soft,1,0.5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:58:06,44.71458358,-62.81306145,G0164578.JPG,3,3,soft,1,0.5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:58:16,44.71467127,-62.81295309,G0164579.JPG,3,3,soft,1,0.5,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:58:25,44.71474744,-62.8128686,G0164580.JPG,3,3,soft,0,0,1,PS,"Actual time 12:58:26 PM, some dead eelgrass",Y
Kristina Boerder,Owls Head,10-08-2020 12:58:36,44.71481604,-62.81278063,G0164581.JPG,3,3,soft,0,0,1,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:58:46,44.7149068,-62.81272536,G0164582.JPG,3,3,soft,0,0,1,PS,some dead eelgrass,Y
Kristina Boerder,Owls Head,10-08-2020 12:58:55,44.71500681,-62.81269729,G0164583.JPG,3,3,soft,0,0,0,PS,"Actual time 12:58:56 PM, few dead eelgrass",Y
Kristina Boerder,Owls Head,10-08-2020 12:59:06,44.71510585,-62.81272626,G0164584.JPG,2,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:59:16,44.7152081,-62.81276604,G0164585.JPG,3,3,soft,0,0,0,PS,,Y
Kristina Boerder,Owls Head,10-08-2020 12:59:26,44.71530854,-62.81278626,G0164586.JPG,3,3,soft,0,0,0,PS,kelp present,Y
Kristina Boerder,Owls Head,10-08-2020 12:59:36,44.71540653,-62.81282883,G0164587.JPG,3,3,soft,0,0,0,PS,kelp present,Y
